Request Type,Case Id,Case Start Date,Sub Category,Last Admin,Last Note,Last Note Date,Current User Id
Complaint,650373,12/04/2025,10% Additional Penalty,Mazen.Hamad,"???? ???? ? ??? ?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ??????? ???? ????? ???? ???? ?? ????? ???? ??? ??????? ?? ?????",17/04/2025,
Inquiry,650395,12/04/2025,Late End of Service Penalty,Eshraq.Hazza,Back -   ???? ?????? ??? ???? ??????? ????? ????????? ??????,17/04/2025,ammar.alshehhi
Inquiry,650422,12/04/2025,Fines and penalties,,,,shaikha.humaid
Complaint,650825,12/04/2025,End of service,fahad.mohammed,Complete - ?????? ???? ????? ??? ??????? ???? ??????? ??? ????? ?? ?????? ?? ??? ?????? 2025 ??? ??? ???? ???? 6 ???? ?? ????? ???? ?? ??? ?????? ?????? ???????,14/04/2025,MuneeraAlhammadi
Inquiry,650829,12/04/2025,EOS Shourak payment released request,Hamad.Almheiri,Complete -  ????? ???? ??? ??? ????? ??? ????? ?????? ???? ??? ??? ?????? ??? ?????? ????????.,16/04/2025,MuneeraAlhammadi
Complaint,650929,12/04/2025,Late End of Service Penalty,Eshraq.Hazza,Back -   ???? ?????? ??? ???? ??????? ????? ????????? ??????,17/04/2025,abdelhamid.mohamed
Complaint,650936,12/04/2025,General,Gerier.Ismail,Complete -  ???? ??????? ???? ??? ?????? ??? ????? ?????? ???? ?? ??????? ??? ????? ???? ??????? ?? ???? ???? ????? ?? ??? ????? ??? ?? ?? ???. ??? ??? ????? ?? ????????? ??????  ???? ??????? ??? ????? 80010 ?? ????? ??? ?????.,18/04/2025,
Complaint,650959,12/04/2025,Incorrect employment details,Mohamed.Sidahmed,"???? ???? ???? ??????? ????? ?? ?????? ?? ??? ?????? ??????? ????? , ????? ?? ??????????? ???? ??????? ?? ???? ??????? ??? ????? 80010",16/04/2025,Mohamed.Sidahmed
Complaint,651014,12/04/2025,Contributions and proforma,Safa.Bkaar,?? ??? ???? ?? ??? ??? ??????????,19/04/2025,Waleed.Hassan
Complaint,651026,12/04/2025,Late Registration Penalty,Gerier.Ismail,"We have reviewed your request and would like to inform you that additional information is required to proceed. Kindly provide the following:   •   insured id copy  • penalty reference number    We appreciate your cooperation, and once we receive the required information, we will proceed with processing your request",16/04/2025,Gerier.Ismail
Complaint,651143,12/04/2025,,Alyazia.Alkhoori,?? ??? sr 15537,14/04/2025,anas.hasan
Inquiry,651463,13/04/2025,Late End of Service Penalty,Eshraq.Hazza,Back -   ???? ?????? ??? ???? ??????? ????? ????????? ??????,17/04/2025,ammar.alshehhi
Inquiry,651469,13/04/2025,Late Registration Penalty,,,,nasreldeen.hanafi
Inquiry,651470,13/04/2025,Late Registration Penalty,,,,nasreldeen.hanafi
Inquiry,651471,13/04/2025,Late Registration Penalty,,,,nasreldeen.hanafi
Complaint,651482,13/04/2025,Late End of Service Penalty,Mariam.Almheiri,RECLASSIFY -  Late End of Service penalty  Late Insured Registration penalty,16/04/2025,ammar.alshehhi
Suggestion,651484,13/04/2025,Fines and penalties,,,,
Complaint,651486,13/04/2025,General,,,,nasreldeen.hanafi
Complaint,651529,13/04/2025,End of service,abdelhamid.mohamed,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ???? ????? ?? ????? ??????? ?? ???????? ?? ??????? . ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010.????? ???????",17/04/2025,
Complaint,651707,13/04/2025,End of service,Mohamed.Sidahmed,SR 15681 ?????? ??????? ???????,17/04/2025,anas.hasan
Complaint,651806,13/04/2025,Contributions and proforma,shaikha.humaid,"Complete - ???? ???? ??????????????? ??? ???????? ???????? ???? ???? ?????? ???? ????? ???????? ??????? :????? ??????? ??? ????? ??? ?? ???? ????? - ????? ??? ???????? - ????? ?????? ????? ????? ?????? ???????? ?? ??? ????? ?????? ??????? ?? ?????.????? ?? ???????? ???? ??????? ??? ??????. ???? ???????? ????",16/04/2025,shaikha.humaid
Complaint,651834,13/04/2025,End of service,nasreldeen.hanafi,??? ?????????,17/04/2025,nasreldeen.hanafi
Complaint,652028,13/04/2025,General,ammar.alshehhi,?? ??? incident,15/04/2025,ammar.alshehhi
Complaint,652114,14/04/2025,Service submission,alharith.alfki,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ?????? ????? ????? ???? ??????? ????? ???????? ??? ???? ???? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,652125,14/04/2025,Incorrect employment details,Gerier.Ismail,wafting sr,16/04/2025,Gerier.Ismail
Complaint,652212,14/04/2025,Incorrect employment details,mohammed.reda,"not a technical issue , case pending GPSSA review ,EOS team to check",18/04/2025,Gerier.Ismail
Inquiry,652224,14/04/2025,Late End of Service Penalty,Salma.Alhassan,"Declined -  ?????? ???? ???????? ?????????? ?????????? ???? ???????,  ???? ????? ??? ?? ????? ??? ????? ?????? ???? ????? ????? ??? ?????? ??? ??50 ??? ?? ??????? ?????? , ??? ??? ???? ?? ??????? ?????? ??????? ?? ???? ??????? 80010",17/04/2025,
Complaint,652402,14/04/2025,Service submission,ammar.alshehhi,"Complete -  Thank you for contacting us. We would like to inform you that your support request has been processed. If you have any further questions, please call 80010.",18/04/2025,
Complaint,652450,14/04/2025,Contributions and proforma,Safa.Bkaar,Back -  ?????? ?????? ????? ???? ??? ?? ??? ????? ?????? ?? ????? ????? ????? ?????????? ??????? ? ????? ?????? ??????? ????? ??????? ?????????? ??? ?? ??? ????? ?? ???? ????? ?? ???? ????????,16/04/2025,Mariam.Almheiri
Inquiry,652467,14/04/2025,Payment channel: Fund Transfer System (FTS),,,,shaikha.humaid
Inquiry,652469,14/04/2025,Beneficiary registration,Gerier.Ismail,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ???? ????? ??? ????? ????? ??????? ???????? ??? (57) ???? 2023 . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .",18/04/2025,
Suggestion,652473,14/04/2025,,,,,
Complaint,652519,14/04/2025,End of service,mohamed.bintook,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",14/04/2025,nasreldeen.hanafi
Inquiry,652540,14/04/2025,Merge service period,Mohamed.Sidahmed,"Complete -  ???? ???? ????? ??????? ??????? ?????? ???? ?????? ?? ??? ??????? ?????? ????? ?????? ??????? ?? ??????? ??????? ,  ?????? ???? ?????? , ??? ????? ??? ????? ???? ?????? ?? ???? ???? ????? - ????? ?????? - ???????? ???????? - ????? ???? ?????? - ? ????? ???????? ???????? ?????? ??????? ?????? ???????? ??? ????? ?????? ????? ?????? - ?????? ????? ?????? ????? ?????? , ???? ???????? ?????? ????? ,",16/04/2025,MuneeraAlhammadi
Complaint,652557,14/04/2025,Merge service period,abdelhamid.mohamed,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ?????? ??????? ??? ??? ???? ??? ??. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .",17/04/2025,
Inquiry,652573,14/04/2025,End of service,nasreldeen.hanafi,RECLASSIFY -  ?? ??????? ???? ???? ?????,18/04/2025,ali.abdullah
Inquiry,652622,14/04/2025,Payment,mohammed.reda,ask the customer to Enter transaction code column as GPSSA,18/04/2025,Mariam.Almheiri
Complaint,652634,14/04/2025,Service submission,anas.hasan,SR 15685,18/04/2025,anas.hasan
Inquiry,652636,14/04/2025,N/A,mohamed.bintook,Complete -  ???? ???????? ???? ??? ??????? ???? ??? ?????? ??? ????? ???? ??? ??? ?? ??????? ???? ???????? ??? ?????? 36  ???? ?? ????? ??? ?????? ??? ???? ??????? ?? ?? ??? ??????? ???? ??? ????? ????????? ?????? ?? ??? ?? ???? ??????? ????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010,17/04/2025,sumaya.rashed
Complaint,652654,14/04/2025,Beneficiary deregistration,Gerier.Ismail,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ??? ??? ??? ?????? ????? ????? ?????? ?????? ????? 603180 . ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .",18/04/2025,
Complaint,652744,14/04/2025,End of service,nasreldeen.hanafi,"Complete -  ????? ???????? ????. ??? ??????? ???? ?? ??????? ?? ?????? ????? ?????? ?? ??????? ??? ?  ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010",18/04/2025,
Complaint,652746,14/04/2025,Service submission,anas.hasan,Sr 15687,18/04/2025,anas.hasan
Complaint,652813,14/04/2025,Contributions and proforma,,,,shaikha.humaid
Complaint,652817,14/04/2025,Contributions and proforma,Safa.Bkaar,Back -  ???? ????? ????? ??????? ???????? ???????? ??? ?????  ? ???????? ?? ?????? ??? ????? ???? ????? ? ?????? ????,16/04/2025,aws.alsamadi
Complaint,652835,14/04/2025,Beneficiary registration,Gerier.Ismail,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????:  ???? ?????? ???? ?????? ????  ??? ??????? ?????? ?? ??????  ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",18/04/2025,
Complaint,652860,14/04/2025,Service submission,Gerier.Ismail,RECLASSIFY - ? ?????? ?????? ???????? ????? ??????? ?? ?????? ??? ?? ?? ??????? ?????,18/04/2025,
Complaint,652878,14/04/2025,Late Registration Penalty,Eshraq.Hazza,Back -  ???? ?????? ????  -????-,16/04/2025,nasreldeen.hanafi
Complaint,652881,14/04/2025,Late Registration Penalty,Gerier.Ismail,"Complete -   ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ?? ?????? ?? ??? ???? ?????? ??? ?????? ???? ??????? ???????? ????? ???? ??? 784199927081069?. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .",18/04/2025,
Complaint,652903,14/04/2025,End of service,Mohamed.Sidahmed,"Complete -     ???? ???? , ???? ????? ?? ?????? ??????? ???????? ?????? ??? ???? ????? ??? ??? ????? , ???? ?????? ??? ????? , ??? ?????? ???? ???????? ???????? ??? ?????? ?? ???? ????? ???????? , ????? ?? ??????????? ???? ??????? ?? ???? ??????? ??? ????? 80010",16/04/2025,MuneeraAlhammadi
Inquiry,652965,14/04/2025,Late End of Service Penalty,abdelhamid.mohamed,"Complete -  ????? ???????? ????. ??? ??????? ????.. ????? ??? ?????? ?????? ???????? ?????????? ?????????? ????? ????? ???????? ?? ??????? ???????? ???????? ??? ????? ???? ?????? ?? ????? ??? ???/?????  ??????? ???? ????? ??????? ??????? ???????? ??????? ?? ??? ?????. ????? ???? ??????? ??? ?? ???? ?????? ?? ???? ??????? ???????? ????????. ? ????? ?? ??????????? ???? ??????? ???? ??? ????? ??????? 80010 ?? ????? ??? ?????",17/04/2025,
Inquiry,652982,14/04/2025,Fines and penalties,Safa.Bkaar,Back -   ???? ?????? Request for more information  ? ??? Resolve,16/04/2025,Mariam.Almheiri
Inquiry,652995,14/04/2025,Fines and penalties,Safa.Bkaar,Back -  ???? ?????? Request for more information  ? ??? Resolve,16/04/2025,Mariam.Almheiri
Inquiry,653001,14/04/2025,Fines and penalties,Safa.Bkaar,Back - ???? ??? ?????? Resolved  ? ?????? Request for more information,16/04/2025,Mariam.Almheiri
Inquiry,653016,14/04/2025,Fines and penalties,Safa.Bkaar,Back - ???? ???  ?????? Resolved ? ?????? Request for more information,16/04/2025,Mariam.Almheiri
Inquiry,653101,14/04/2025,Contributions and proforma,shaikha.humaid,"Complete -  Greeting, kindly note that we received March 2025 contribution payment on 15/04/2025. Regards",19/04/2025,Safa.Bkaar
Complaint,653225,14/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.  ,16/04/2025,Mohamed.Sidahmed
Complaint,653232,14/04/2025,Merge service period,nasreldeen.hanafi,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ?????? ?????? ???? ?? ????? ??? ?????? ???? ?  ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010",17/04/2025,
Inquiry,653240,14/04/2025,Service submission,ammar.alshehhi,RECLASSIFY -  .,18/04/2025,anas.hasan
Complaint,653306,14/04/2025,Transferred service,nasreldeen.hanafi,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ?????? ??? ????? ????? ???  ?????? ??? ???? ??????? ??????? ?  ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010",17/04/2025,
Complaint,653317,14/04/2025,Beneficiary deregistration,Gerier.Ismail,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ?? ?? ????? ?????? ????? ??? ????? 641417 ?? ??? ???????? ?? ??? ?????? ??????. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .",18/04/2025,
Complaint,653373,14/04/2025,Service submission,anas.hasan,SR 15713,18/04/2025,anas.hasan
Inquiry,653382,14/04/2025,Late End of Service Penalty,nasreldeen.hanafi,"Complete -   ??? ? ???????? ????. ??? ??????? ???? ????? ??? ?????? ?????? ???????? ?????????? ?????????? ????? ????? ???????? ?? ??????? ???????? ???????? ??? ????? ???? ?????? ?? ????? ??? ????? ??????? ???? ????? ??????? ??????? ???????? ??????? ?? ??? ?????. ????? ???? ??????? ??? ?? ???? ?????? ?? ???? ??????? ???????? ????????. ???? ?????? ??? ?????? ????? ???????? ? ??? ??? ????? ?? ????????? ??????  ???? ??????? ??? ????? 80010",17/04/2025,
Inquiry,653413,14/04/2025,Beneficiary deregistration,Gerier.Ismail,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????:  •  ????? ???? ?? ????? ????  ????? ??? ?? ??? ???? ????? ???? ???????? ????? ?????? ???? ?????? ???  ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",18/04/2025,
Suggestion,653445,14/04/2025,General,,,,
Inquiry,653494,14/04/2025,Late End of Service Penalty,,,,nasreldeen.hanafi
Complaint,653577,14/04/2025,Service submission,mohammed.reda,employer has to fill out all mandatory fields in his profile till reach 100  hence he can submit the inserted account,18/04/2025,Obaid.AlKhuzaimi
Complaint,653630,14/04/2025,End of service,Gerier.Ismail,?? ????? ???? ??? ??? ????? ?????? ???? ?????? ????,16/04/2025,Gerier.Ismail
Complaint,653636,14/04/2025,Late Registration Penalty,aws.alsamadi,RECLASSIFY - ????? ????? ??? ????? ?? ????? ????? . ?????? ??????????,16/04/2025,nasreldeen.hanafi
Complaint,653646,14/04/2025,End of service,Mohamed.Sidahmed,"Complete -  ???? ???? , ???? ????? ??? ??? ?????? ?????? ?? ?????? ??????? ???? ??? ???? ?????? ???? ?????? ??? ?? ???? ?? ???? ???? ????? ?????? ????? ?????? ???? , ?? ??? ?? ?????? ??? ?? ?????? ??? ?????? ?????? ?? ?????? , ??? ????? ??? ??? ??? ?????? ????? ???? ??? ?????? ?????? ?? ?????? , ????? ?? ??????????? ???? ??????? ?? ???? ??????? ??? ????? 80010",16/04/2025,MuneeraAlhammadi
Complaint,653698,14/04/2025,Fines and penalties,Safa.Bkaar,Back -  ???? ????? ??? ?????? ????????? ????????  ?????? ???????? ?? ???? ????? ??? ?????? ?????????? ? ?????? ??????? ?????,19/04/2025,
Complaint,653715,14/04/2025,Refunds,,,,Saed.Fawzi
Inquiry,653723,14/04/2025,Merge service period,Mohamed.Sidahmed,SR 15681 ??? ????? ?????? ??????? ?????? ???????,17/04/2025,anas.hasan
Complaint,653727,14/04/2025,Incorrect employment details,abdelhamid.mohamed,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????: • ????? ????     ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",17/04/2025,
Complaint,653754,14/04/2025,Contributions and proforma,Safa.Bkaar,Back -  ?????? ???????? ?? ???? ????? ? ????? ??????? ?????? ?? ???? ??????? ?? ??? ??? ?????? ?? ????? ???? ?????,18/04/2025,aws.alsamadi
Complaint,653799,14/04/2025,Incorrect employment details,Waleed.Hassan,"RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010",16/04/2025,
Inquiry,653821,14/04/2025,Late End of Service Penalty,,,,nasreldeen.hanafi
Complaint,653943,14/04/2025,Beneficiary deregistration,Zahra.Saad,?? ??????? ?? ????? ??????? ?????? ????? ?????? ?? ????????? ?????? ??????? ???,16/04/2025,Gerier.Ismail
Complaint,653960,14/04/2025,Incorrect employment details,aws.alsamadi,"RECLASSIFY - Dear colleagues the issue caused by duplicate registration as per attached, please FYKA. thanks",16/04/2025,nasreldeen.hanafi
Complaint,654075,14/04/2025,Contributions and proforma,aws.alsamadi,"????? ?????? ???? ???? ???? ????? ??? ????? ???? ?? ??????? ?? ???? ????? ????????? ????? ?????????? ???????? , ?? ??? ?? ??? ?????? ?????????? ?? ??? ???? ???? ???? 3 ???? ??? ???? ???? ??? ??? ????? ???????? ?????????? ???? ?????. ???? ????????",17/04/2025,
Inquiry,654115,14/04/2025,Contributions and proforma,nasreldeen.hanafi,RECLASSIFY -  ?? ??????? ??????????,18/04/2025,
Suggestion,654174,14/04/2025,Payment,,,,
Complaint,654175,14/04/2025,End of service,ammar.alshehhi,????? ??? ??? ?????????,16/04/2025,Hamad.Almheiri
Complaint,654219,14/04/2025,Merge service period,nasreldeen.hanafi,"Complete -  ????? ???????? ????. ??? ??????? ??? ???? ????? ??? ????? ?????? ?????? ?  ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010",18/04/2025,
Inquiry,654353,14/04/2025,EOS Shourak payment released request,nasreldeen.hanafi,"Complete -  ????? ???????? ????. ??? ??????? ???? ?? ??????? ?? ?????? ????? ?????? ?? ??????? ??? ?  ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010",18/04/2025,
Inquiry,654390,14/04/2025,Merge service period,nasreldeen.hanafi,"Complete -  Thank you for contacting us. We would like to inform you that we have contacted the insured and she has informed us that the issue has been resolved. If you have any additional questions, please call 80010.",18/04/2025,
POPInquiry,654399,14/04/2025,???????? ???????? ??? ?????,anas.hasan,Plz raise the  issue to Reg team to rais an a SR to change the Email,16/04/2025,Moysar.Salahaldeen
Complaint,654431,14/04/2025,Contributions and proforma,,,,shaikha.humaid
Inquiry,654479,14/04/2025,Fines and penalties,,,,shaikha.humaid
Complaint,654501,14/04/2025,Late End of Service Penalty,,,,nasreldeen.hanafi
Complaint,654584,14/04/2025,Incorrect employment details,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,16/04/2025,nasreldeen.hanafi
Complaint,654606,14/04/2025,Contributions and proforma,Safa.Bkaar,Back - ??????? ??? ????? ??????? ? ????? ????????? ??????? ?? ??? ??? ??????? ? ????? ?????? ???? ??????? ?? ??? ??? ????? ???? ????? ? ???? ?????????? ??????? ????????,19/04/2025,
,654617,14/04/2025,,,,,
Complaint,654652,14/04/2025,Service submission,anas.hasan,"Complete -  ????? ???????? ????.  ???? ?????? ????? ??????(????? ???? ???? ??????? ) ? ????? ?????? ????? ?????   ? ??? ??? ????  ???????? ??? ???? ???? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,654704,14/04/2025,Payment channel: Fund Transfer System (FTS),shaikha.humaid,"Complete -  Greeting, kindly note that we received March 2025 contribution payment on 16 04 2025. Regard&#39;s",19/04/2025,
Complaint,654734,14/04/2025,Transferred service,nasreldeen.hanafi,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ????? ?? ???????? ?? ????? ??? ????? ????? ???????? ?  ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010",18/04/2025,
Complaint,654737,14/04/2025,End of service,Mohamed.Sidahmed,???? ????? ???????? ????? ?????? ?????? ??????? ??????? ??? ?? ???? ??? ?????? ???? ??? ??????,18/04/2025,Alyazia.Alkhoori
Complaint,654773,14/04/2025,Contributions and proforma,Safa.Bkaar,Back -  ?????????? ??????? ????? ???? ????? ????? ????,19/04/2025,
Complaint,654790,14/04/2025,Service submission,anas.hasan,This is a duplicate of CaseID 648442 for which an Inc 22405   has been raised,18/04/2025,abdelhamid.mohamed
Complaint,654795,14/04/2025,Pension not received,najib.alsaadi,Complete -  ???? ???????? ???? ????????? ???????? ???????? ???? ???? ????? ???? ?????? ??? ?? ????? ???? ???????? ??? ??? ????? ????????? ???? ???? ?????. ?????,17/04/2025,
POPSuggestion,654882,14/04/2025,???? ??????? ??????,,,,
POPSuggestion,654883,14/04/2025,???? ??????? ??????,,,,
POPSuggestion,654884,14/04/2025,???? ??????? ??????,,,,
POPSuggestion,654885,14/04/2025,???? ??????? ??????,,,,
Complaint,654942,14/04/2025,Contributions and proforma,aws.alsamadi,"????? ?????? ????,, ???? ???? ????? ??? ????? ???? ??? ?????? ???? ??? ??? ?????? ?????????? ??????? ?? ????? 2025 ??? ??????, ???? ?????? ???? ????? ??????? ??? ????? ??????????.???? ?????? ??? ???? ?????  ??????? ?? ??? ??? ????? (????? ?? ??????? ) ?? ???? ??????? , ???????? ???????? ???? ?????. ???? ????????",17/04/2025,
Inquiry,654945,14/04/2025,N/A,Waleed.Hassan,"Complete - Thank you for contacting us. We would like to inform you that your support request has been resolved. we would like to confirm that the procedures pertaining to your inquiry submitted through Ma&#39;ashi platform has been communicated, as per the provided guidance, to update and attach the renewed license, please navigate to the company&#39;s profile in the Ma&#39;ashi portal - employer profile - documents. if you have further inquiries or if the problem persists, please call 80010 or submit a new support request.",18/04/2025,
Complaint,654953,14/04/2025,End of service remuneration,aws.alsamadi,"????? ???? ????? ,, ???? ???? ???? .. ??? ??????? ???? ?? ????? ????? ? ???? ???? ???????? ????????? ??????? ????? ????? ?? ???????. ???? ????? ????? ????? ??????? ?????? ?? ???? ??? ????? ?????? ?????? .  ????? ???????&quot;",18/04/2025,
Complaint,654981,14/04/2025,End of service,mohamed.almarzooqi,"Complete -  ?????? ???? ????????  ???????? ??? ??????? ???? ?? ????? ?????? ??????? ??? ????????? ? ??? ?????? ??????? -3,976- ?? ??????? ???? ?? ?????",16/04/2025,MuneeraAlhammadi
Complaint,654987,14/04/2025,Payment,mohammed.reda,Incident  22444,17/04/2025,anas.hasan
Complaint,655066,14/04/2025,Contributions and proforma,,,,shaikha.humaid
Complaint,655099,14/04/2025,Service submission,Moysar.Salahaldeen,RECLASSIFY - SR 15687,18/04/2025,anas.hasan
Complaint,655104,14/04/2025,Service submission,anas.hasan,"Complete -  ????? ???????? ????.  ???? ?????? ????? ??????(????? ???? ???? ??????? ) ? ????? ?????? ????? ?????   ? ??? ??? ????  ???????? ??? ???? ???? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Inquiry,655167,14/04/2025,Service submission,zainab.alshehhi,"Complete -  Thank you for contacting us. We would like to inform you that your support request has been resolved. as per your confirmation, the issue is fixed, and the legacy contribution Excel sheet was submitted successfully. If you have further inquiries or if the problem persists, please call 80010 or submit a new support request.",18/04/2025,
Complaint,655202,14/04/2025,End of service,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",15/04/2025,sara.musa
Complaint,655287,14/04/2025,Merge service period,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,17/04/2025,Mohamed.Sidahmed
Complaint,655508,14/04/2025,Service submission,anas.hasan,As per SR 15140 for EID 784199718390828  the below action was taken     Transfer record from   170   30 08 1995  to   4500  01 02 2015   transfer date  01 02 2015   link the employments and Calculate Total Transfer Service Period Now in PAP under service Period details for the ACT Membership it shows 2 years 28 days,17/04/2025,nasreldeen.hanafi
Complaint,655689,14/04/2025,Service submission,nasreldeen.hanafi,?? ????? ????? ????? ???????? ?????? ????? ???? SR  ,16/04/2025,nasreldeen.hanafi
Complaint,655771,14/04/2025,Service submission,anas.hasan,Inc 22434  Logged InProgress,17/04/2025,anas.hasan
Complaint,656032,15/04/2025,Fines and penalties,,,,shaikha.humaid
Complaint,656052,15/04/2025,Service submission,anas.hasan,Inc 22437  Logged,17/04/2025,anas.hasan
Complaint,656097,15/04/2025,End of service,Mariam.Almheiri,RECLASSIFY -  ??????? ????? ????? ???? ???? ?? ??? ???? ????? ???? ??? ????? ???? ???? ???? ??? ??? ???? ??  ??????? ?? ??? ??????. ?? ?? ??????? ?????? ?? ??????? ???? ??? ???????,16/04/2025,Gerier.Ismail
Complaint,656104,15/04/2025,Service submission,anas.hasan,"Complete -  ????? ???????? ????. ??? ??????? ???? ??? ?????? ????? ????? ?????? ????????   ????? ???????? ??? ???? ???? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010",18/04/2025,
Complaint,656118,15/04/2025,1 Month Grace Period,nasreldeen.hanafi,??? ????? ??????,16/04/2025,Hamad.Almheiri
Complaint,656161,15/04/2025,Contributions and proforma,aws.alsamadi,???? ???? ????? ???? ????? ?? ??????? ???? ??????? ??????? ??????.,17/04/2025,Sumaya.Ebrahim
Complaint,656186,15/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010. -,19/04/2025,Mohamed.Sidahmed
Complaint,656214,15/04/2025,Beneficiary deregistration,Zahra.Saad,"Complete -  ????? ???????? ????. ??? ??????? ??? ??? ????? ????? ??? ???? ?????? ??? ??? ????? ????? ? ????? ??????? ???? ?? ??? ????? ?????? ???????? ????????? ???????. ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010 ?? ???????? ??? ??? ??????? ????",17/04/2025,
Complaint,656267,15/04/2025,Contributions and proforma,Safa.Bkaar,Back - ???? ?????? ?? ?????? ?????? ?? ??? ???????? ?? ????   ????? ????? ???????? ???????  ? ?????? ?? ??? ??? ???? ????? ???????? ?? ???? ????? ??? ?????? 2024,15/04/2025,Saed.Fawzi
Inquiry,656269,15/04/2025,N/A,sara.musa,Complete -  ????? ???????,15/04/2025,duaa.younis
Complaint,656274,15/04/2025,Service submission,abdelhamid.mohamed,RECLASSIFY -  ????? ???????? ????. ??? ??????? ???? ???? ????? ???? ???? ????? ????? ???? ?????? . ????? ???????,16/04/2025,anas.hasan
